obfuscated,deobfuscated
func_75922_b,initBreakableStats
func_75923_a,getOneShotStat
func_75924_a,replaceAllSimilarBlocks
func_75925_c,initStats
func_75926_b,initBreakStats
func_75927_a,replaceSimilarBlocks
func_75962_a,getGuid
func_75965_j,getNumberFormat
func_75966_h,initIndependentStat
func_75967_d,isAchievement
func_75969_k,getDecimalFormat
func_75970_i,getName
func_75971_g,registerStat
func_75982_a,getItemID
func_75984_f,getSpecial
func_75985_c,registerAchievement
func_75986_a,setIndependent
func_75987_b,setSpecial
func_75988_a,setStatStringFormatter
func_75989_e,getDescription
func_75997_a,init
func_76030_b,getValue
func_76031_a,getHash
func_76036_e,removeEntry
func_76037_b,containsItem
func_76038_a,addKey
func_76039_d,getKeySet
func_76040_a,insert
func_76041_a,lookup
func_76042_f,getHash
func_76043_a,getSlotIndex
func_76044_g,computeHash
func_76045_c,lookupEntry
func_76046_c,clearMap
func_76047_h,grow
func_76048_a,copyTo
func_76049_d,removeObject
func_76056_b,setSpawnY
func_76057_l,getLastTimePlayed
func_76058_a,setSpawnX
func_76059_o,isRaining
func_76060_a,setGameType
func_76061_m,isThundering
func_76062_a,setWorldName
func_76063_b,getSeed
func_76064_a,updateTagCompound
func_76065_j,getWorldName
func_76066_a,getNBTTagCompound
func_76067_t,getTerrainType
func_76068_b,setWorldTime
func_76069_a,setThundering
func_76070_v,isInitialized
func_76071_n,getThunderTime
func_76072_h,getPlayerNBTTagCompound
func_76073_f,getWorldTime
func_76074_e,getSpawnZ
func_76075_d,getSpawnY
func_76076_i,getDimension
func_76077_q,getGameType
func_76078_e,setSaveVersion
func_76079_c,getSpawnX
func_76080_g,setRainTime
func_76081_a,setSpawnPosition
func_76082_a,cloneNBTCompound
func_76083_p,getRainTime
func_76084_b,setRaining
func_76085_a,setTerrainType
func_76086_u,areCommandsAllowed
func_76087_c,setSpawnZ
func_76088_k,getSaveVersion
func_76089_r,isMapFeaturesEnabled
func_76090_f,setThunderTime
func_76091_d,setServerInitialized
func_76092_g,getSizeOnDisk
func_76093_s,isHardcoreModeEnabled
func_76116_a,putLower
func_76118_a,countPacket
func_76123_f,ceiling_float_int
func_76124_d,floor_double_long
func_76125_a,clamp_int
func_76126_a,sin
func_76127_a,average
func_76128_c,floor_double
func_76129_c,sqrt_float
func_76130_a,abs_int
func_76131_a,clamp_float
func_76132_a,abs_max
func_76133_a,sqrt_double
func_76134_b,cos
func_76135_e,abs
func_76136_a,getRandomIntegerInRange
func_76137_a,bucketInt
func_76138_g,wrapAngleTo180_double
func_76139_a,stringNullOrLengthZero
func_76140_b,truncateDoubleToInt
func_76141_d,floor_float
func_76142_g,wrapAngleTo180_float
func_76143_f,ceiling_double_int
func_76145_b,getValue
func_76146_a,getKey
func_76151_f,getHashCode
func_76152_e,removeKey
func_76153_b,resizeTable
func_76154_a,copyHashTableTo
func_76155_g,getHashedKey
func_76156_a,createKey
func_76157_a,hash
func_76158_a,getHashIndex
func_76159_d,remove
func_76160_c,getEntry
func_76161_b,containsItem
func_76162_a,getNumHashElements
func_76163_a,add
func_76164_a,getValueByKey
func_76170_a,onSuccess
func_76179_a,buildPostString
func_76180_a,sendPost
func_76182_a,downloadTexturePack
func_76183_a,sendPost
func_76184_a,readFromNBT
func_76185_a,markDirty
func_76186_a,setDirty
func_76187_b,writeToNBT
func_76188_b,isDirty
func_76191_a,updateVisiblePlayers
func_76192_a,updateMPMapData
func_76193_a,getUpdatePacketData
func_76194_a,setColumnDirty
func_76204_a,getPlayersOnMap
func_76217_h,getCanBurn
func_76218_k,isOpaque
func_76219_n,setNoPushMobility
func_76220_a,isSolid
func_76221_f,setRequiresTool
func_76222_j,isReplaceable
func_76223_p,setTranslucent
func_76224_d,isLiquid
func_76225_o,setImmovableMobility
func_76226_g,setBurning
func_76227_m,getMaterialMobility
func_76228_b,getCanBlockGrass
func_76229_l,isToolNotRequired
func_76230_c,blocksMovement
func_76231_i,setReplaceable
func_76269_a,getRandomItem
func_76270_a,getTotalWeight
func_76271_a,getRandomItem
func_76272_a,getTotalWeight
func_76273_a,getRandomItem
func_76274_a,getRandomItem
func_76293_a,generateChestContents
func_76294_a,generateDispenserContents
func_76304_a,generateNoiseOctaves
func_76305_a,generateNoiseOctaves
func_76308_a,populateNoiseArray
func_76310_a,grad
func_76311_b,lerp
func_76316_a,onInventoryChanged
func_76317_a,clearProfiling
func_76318_c,endStartSection
func_76319_b,endSection
func_76320_a,startSection
func_76321_b,getProfilingData
func_76322_c,getNameOfLastSection
func_76333_a,smooth
func_76337_a,ticksToElapsedTime
func_76338_a,stripControlCodes
func_76340_b,getSecond
func_76341_a,getFirst
func_76345_d,getHungerDamage
func_76346_g,getEntity
func_76347_k,isFireDamage
func_76348_h,setDamageBypassesArmor
func_76349_b,setProjectile
func_76350_n,isDifficultyScaled
func_76351_m,setDifficultyScaled
func_76352_a,isProjectile
func_76353_a,causeArrowDamage
func_76354_b,causeIndirectMagicDamage
func_76355_l,getDamageType
func_76356_a,causeThrownDamage
func_76357_e,canHarmInCreative
func_76358_a,causeMobDamage
func_76359_i,setDamageAllowedInCreativeMode
func_76360_b,getDeathMessage
func_76361_j,setFireDamage
func_76362_a,causeFireballDamage
func_76363_c,isUnblockable
func_76364_f,getSourceOfDamage
func_76365_a,causePlayerDamage
func_76388_g,getEffectiveness
func_76389_a,getDurationString
func_76390_b,setPotionName
func_76392_e,getStatusIconIndex
func_76393_a,getName
func_76394_a,performEffect
func_76395_i,isUsable
func_76396_c,getId
func_76397_a,isReady
func_76398_f,isBadEffect
func_76399_b,setIconIndex
func_76400_d,hasStatusIcon
func_76401_j,getLiquidColor
func_76402_a,affectEntity
func_76403_b,isInstant
func_76404_a,setEffectiveness
func_76445_a,getIntCache
func_76446_a,resetIntCache
func_76452_a,combine
func_76453_d,getEffectName
func_76454_e,deincrementDuration
func_76455_a,onUpdate
func_76456_a,getPotionID
func_76457_b,performEffect
func_76458_c,getAmplifier
func_76459_b,getDuration
func_76463_a,startSnooper
func_76464_f,addBaseDataToSnooper
func_76465_c,getCurrentStats
func_76466_d,getSelfCounterFor
func_76467_g,addJvmArgsToSnooper
func_76468_d,isSnooperRunning
func_76469_c,getDataMapFor
func_76470_e,stopSnooper
func_76471_b,addMemoryStatsToSnooper
func_76472_a,addData
func_76473_a,getStatsCollectorFor
func_76474_b,getSyncLockFor
func_76475_e,getServerUrlFor
func_76484_a,generate
func_76485_a,setBlockAndMetadata
func_76486_a,setBlock
func_76487_a,setScale
func_76489_a,generateLeafNodeList
func_76490_a,layerSize
func_76491_a,generateLeafNode
func_76492_a,genTreeLayer
func_76493_c,leafNodeNeedsBase
func_76494_d,generateLeafNodeBases
func_76495_b,leafSize
func_76496_a,checkBlockLine
func_76497_e,validTreeLocation
func_76498_b,generateLeaves
func_76499_c,generateTrunk
func_76500_a,placeBlockLine
func_76519_a,growLeaves
func_76529_b,growVines
func_76536_b,generateVines
func_76543_b,pickMobSpawner
func_76544_a,pickCheckLootItem
func_76549_c,getChunkInputStream
func_76550_a,createOrLoadRegionFile
func_76551_a,clearRegionFileReferences
func_76552_d,getChunkOutputStream
func_76554_h,getEntrancePortalLocation
func_76555_c,createChunkGenerator
func_76556_a,generateLightBrightnessTable
func_76557_i,getAverageGroundLevel
func_76558_a,registerWorld
func_76559_b,getMoonPhase
func_76560_a,calcSunriseSunsetColors
func_76561_g,isSkyColored
func_76562_b,getFogColor
func_76563_a,calculateCelestialAngle
func_76564_j,getWorldHasVoidParticles
func_76565_k,getVoidFogYFactor
func_76566_a,canCoordinateBeSpawn
func_76567_e,canRespawnHere
func_76568_b,doesXZShowFog
func_76569_d,isSurfaceWorld
func_76570_a,getProviderForDimension
func_76571_f,getCloudHeight
func_76572_b,registerWorldChunkManager
func_76581_a,set
func_76582_a,get
func_76586_k,updateSkylight
func_76587_i,getBlockStorageArray
func_76588_a,getEntitiesWithinAABBForEntity
func_76589_b,setBlockMetadata
func_76590_a,generateHeightMap
func_76591_a,getBiomeGenForWorldCoords
func_76592_a,setBlockIDWithMetadata
func_76593_q,updateSkylight_do
func_76594_o,enqueueRelightChecks
func_76595_e,propagateSkylightOcclusion
func_76596_b,getBlockLightOpacity
func_76597_e,getChunkBlockTileEntity
func_76599_g,checkSkylightNeighborHeight
func_76600_a,isAtLocation
func_76601_a,needsSaving
func_76602_a,setStorageArrays
func_76603_b,generateSkylightMap
func_76604_a,setChunkBlockTileEntity
func_76605_m,getBiomeArray
func_76606_c,getAreLevelsEmpty
func_76607_a,fillChunk
func_76608_a,removeEntityAtIndex
func_76609_d,updateSkylightNeighborHeight
func_76610_a,getBlockID
func_76611_b,getHeightValue
func_76612_a,addEntity
func_76613_n,resetRelightChecks
func_76614_a,getSavedLightValue
func_76615_h,relightBlock
func_76616_a,setBiomeArray
func_76617_a,getRandomWithSeed
func_76618_a,getEntitiesOfTypeWithinAAAB
func_76619_d,canBlockSeeTheSky
func_76620_a,addTileEntity
func_76621_g,isEmpty
func_76622_b,removeEntity
func_76623_d,onChunkUnload
func_76624_a,populateChunk
func_76625_h,getTopFilledSegment
func_76626_d,getPrecipitationHeight
func_76627_f,removeChunkBlockTileEntity
func_76628_c,getBlockMetadata
func_76629_c,getBlockLightValue
func_76630_e,setChunkModified
func_76631_c,onChunkLoad
func_76632_l,getChunkCoordIntPair
func_76633_a,setLightValue
func_76654_b,setExtBlockMetadata
func_76655_a,setExtBlockID
func_76656_a,getExtBlockID
func_76657_c,setExtSkylightValue
func_76658_g,getBlockLSBArray
func_76659_c,setBlocklightArray
func_76660_i,getBlockMSBArray
func_76661_k,getBlocklightArray
func_76662_d,getYLocation
func_76663_a,isEmpty
func_76664_a,setBlockLSBArray
func_76665_b,getExtBlockMetadata
func_76666_d,setSkylightArray
func_76667_m,createBlockMSBArray
func_76668_b,setBlockMetadataArray
func_76669_j,getMetadataArray
func_76670_c,getExtSkylightValue
func_76671_l,getSkylightArray
func_76672_e,removeInvalidBlocks
func_76673_a,setBlockMSBArray
func_76674_d,getExtBlocklightValue
func_76675_b,getNeedsRandomTick
func_76676_h,clearMSBArray
func_76677_d,setExtBlocklightValue
func_76686_a,get
func_76690_a,convertToAnvilFormat
func_76691_a,load
func_76704_a,getChunkDataInputStream
func_76705_d,outOfBounds
func_76706_a,write
func_76707_e,getOffset
func_76708_c,close
func_76709_c,isChunkSaved
func_76710_b,getChunkDataOutputStream
func_76711_a,setOffset
func_76712_a,write
func_76713_b,setChunkTimestamp
func_76725_b,setMinMaxHeight
func_76726_l,getBiomeFoliageColor
func_76727_i,getFloatRainfall
func_76728_a,decorate
func_76729_a,createBiomeDecorator
func_76730_b,getRandomWorldGenForGrass
func_76731_a,getSkyColorByTemp
func_76732_a,setTemperatureRainfall
func_76734_h,getIntTemperature
func_76735_a,setBiomeName
func_76736_e,isHighHumidity
func_76737_k,getBiomeGrassColor
func_76738_d,canSpawnLightningBolt
func_76739_b,setColor
func_76740_a,getRandomWorldGenForTrees
func_76741_f,getSpawningChance
func_76742_b,setEnableSnow
func_76743_j,getFloatTemperature
func_76744_g,getIntRainfall
func_76745_m,setDisableRain
func_76746_c,getEnableSnow
func_76747_a,getSpawnableList
func_76793_b,genStandardOre2
func_76794_a,decorate
func_76795_a,genStandardOre1
func_76796_a,decorate
func_76797_b,generateOres
func_76836_a,getChunkManager
func_76837_b,getBiomeGenAt
func_76838_a,cleanupCache
func_76839_e,getCachedBiomes
func_76840_a,getBiomeCacheBlock
func_76885_a,getBiomeGenAt
func_76893_a,setTileEntityRenderer
func_76894_a,renderTileEntityAt
func_76895_b,getFontRenderer
func_76896_a,onWorldChange
func_76897_a,bindTextureByName
func_76899_a,renderEnderChest
func_76901_a,renderTileEntityEnchantmentTableAt
func_76903_a,renderPiston
func_76905_a,renderTileEntityMobSpawner
func_76906_a,renderEndPortalTileEntity
func_76909_a,renderTileEntitySignAt
func_76911_a,renderTileEntityChestAt
func_76916_f,getBlockID
func_76917_e,getEventParameter
func_76918_d,getEventID
func_76919_a,getX
func_76920_c,getZ
func_76921_b,getY
func_76931_a,getBiomeGenAt
func_76932_a,getBiomesToSpawnIn
func_76933_b,loadBlockGeneratorData
func_76934_b,getTemperatures
func_76935_a,getBiomeGenAt
func_76936_a,getRainfall
func_76937_a,getBiomesForGeneration
func_76938_b,cleanupCache
func_76939_a,getTemperatureAtHeight
func_76940_a,areBiomesViable
func_76941_a,findBiomePosition
func_76949_a,renderTileEntityAt
func_76950_a,renderTileEntity
func_76951_a,getSpecialRendererForClass
func_76952_a,hasSpecialRenderer
func_76953_a,cacheActiveRenderInfo
func_76954_a,getFontRenderer
func_76955_a,setWorld
func_76956_b,getSpecialRendererForEntity
func_76971_a,getMinecraftIsModded
func_76973_a,getType
func_76975_c,renderShadow
func_76976_a,setRenderManager
func_76977_a,renderEntityOnFire
func_76978_a,renderOffsetAABB
func_76979_b,doRenderShadowAndFire
func_76980_a,renderAABB
func_76981_a,renderShadowOnBlock
func_76982_b,getWorldFromRenderManager
func_76983_a,getFontRendererFromRenderManager
func_76984_a,loadDownloadableImageTexture
func_76985_a,loadTexture
func_76986_a,doRender
func_76992_a,renderPrimedTNT
func_76994_a,doRenderEnderCrystal
func_76997_a,renderBoat
func_76999_a,renderArrow
func_77000_a,doRenderFishHook
func_77001_a,doRenderFireball
func_77003_a,doRenderFallingSand
func_77005_a,renderTheXPOrb
func_77009_a,renderThePainting
func_77012_a,renderTheMinecart
func_77014_a,doRenderItem
func_77015_a,renderItemIntoGUI
func_77017_a,renderQuad
func_77018_a,renderGlint
func_77020_a,renderDroppedItem
func_77021_b,renderItemOverlayIntoGUI
func_77028_a,doRenderLightningBolt
func_77029_c,renderEquippedItems
func_77030_a,getColorMultiplier
func_77031_a,doRenderLiving
func_77032_a,shouldRenderPass
func_77033_b,passSpecialRender
func_77034_a,interpolateRotation
func_77035_b,inheritRenderPass
func_77036_a,renderModel
func_77037_a,getDeathMaxRotation
func_77038_a,renderLivingLabel
func_77039_a,renderLivingAt
func_77040_d,renderSwingProgress
func_77041_b,preRenderCallback
func_77042_a,setRenderPassModel
func_77043_a,rotateCorpse
func_77044_a,handleRotationFloat
func_77047_a,renderIronGolemEquippedItems
func_77048_a,rotateIronGolemCorpse
func_77049_a,doRenderIronGolem
func_77051_a,renderVillagerEquipedItems
func_77052_b,preRenderVillager
func_77053_a,shouldVillagerRenderPass
func_77054_a,renderVillager
func_77057_a,getTailRotation
func_77059_a,renderCow
func_77060_a,updateCreeperScale
func_77062_a,renderCreeperPassModel
func_77063_a,updateCreeperColorMultiplier
func_77065_a,renderChicken
func_77066_a,getWingRotation
func_77067_a,renderBlaze
func_77069_a,preRenderGhast
func_77072_a,preRenderScale
func_77074_a,renderEyes
func_77075_a,renderEnderman
func_77076_a,renderCarrying
func_77079_a,renderDragon
func_77080_a,renderDragonDying
func_77081_a,renderDragonModel
func_77082_a,renderGlow
func_77083_a,rotateDragonBody
func_77087_a,shouldSilverfishRenderPass
func_77088_a,renderSilverfish
func_77089_a,getSilverfishDeathRotation
func_77090_a,shouldSlimeRenderPass
func_77091_a,scaleSlime
func_77093_a,renderSnowmanPumpkin
func_77095_a,setSpiderDeathMaxRotation
func_77096_a,scaleSpider
func_77097_a,setSpiderEyeBrightness
func_77098_a,renderLivingPig
func_77099_a,renderSaddledPig
func_77100_a,renderSpecials
func_77101_a,renderPlayer
func_77102_a,rotatePlayer
func_77104_b,renderPlayerScale
func_77105_b,renderPlayerSleep
func_77107_a,setArmorModel
func_77113_a,setWoolColorAndRender
func_77114_a,renderLivingMooshroom
func_77115_a,renderMooshroomEquippedItems
func_77116_a,preRenderOcelot
func_77117_a,renderLivingOcelot
func_77118_a,scaleMagmaCube
func_77119_a,renderMagmaCube
func_77121_a,handleRotationFloat
func_77122_a,rotateSquidsCorpse
func_77123_a,renderLivingSquid
func_77124_a,setCanBeCreated
func_77125_e,isVersioned
func_77126_d,getCanBeCreated
func_77127_a,getWorldTypeName
func_77128_b,getTranslateName
func_77129_f,setVersioned
func_77130_a,parseWorldType
func_77131_c,getGeneratorVersion
func_77132_a,getWorldTypeForGeneratorVersion
func_77142_a,getByName
func_77144_e,isSurvivalOrAdventure
func_77145_d,isCreative
func_77146_a,getByID
func_77147_a,configurePlayerCapabilities
func_77148_a,getID
func_77149_b,getName
func_77158_f,getHardcoreEnabled
func_77159_a,enableBonusChest
func_77160_d,getSeed
func_77161_a,getGameTypeById
func_77162_e,getGameType
func_77163_i,areCommandsAllowed
func_77164_g,isMapFeaturesEnabled
func_77165_h,getTerrainType
func_77166_b,enableCommands
func_77167_c,isBonusChestEnabled
func_77175_a,comparer
func_77176_a,setScheduledTime
func_77184_b,placeInExistingPortal
func_77185_a,placeInPortal
func_77188_a,creatureSpecificInit
func_77189_a,getRandomSpawningPointInChunk
func_77190_a,canCreatureTypeSpawnAtLocation
func_77191_a,performWorldGenSpawning
func_77192_a,findChunksForSpawning
func_77200_a,writeRecipiesToStream
func_77201_a,readRecipiesFromTags
func_77202_a,getRecipiesAsTags
func_77203_a,canRecipeBeUsed
func_77204_a,readRecipiesFromStream
func_77205_a,addToListWithCheck
func_77206_b,overlayBackground
func_77211_a,drawScreen
func_77212_b,getContentHeight
func_77213_a,elementClicked
func_77214_a,drawSlot
func_77216_a,setShowSelectionBox
func_77217_a,getSize
func_77218_a,isSelected
func_77219_a,actionPerformed
func_77220_a,registerScrollButtons
func_77221_c,drawBackground
func_77225_g,getScrollBarX
func_77226_h,bindAmountScrolled
func_77271_a,getChunkPosition
func_77272_a,chunkXZ2Int
func_77273_a,getCenterXPos
func_77274_b,getCenterZPosition
func_77278_a,doExplosionA
func_77279_a,doExplosionB
func_77291_a,generateTexturePackID
func_77292_e,getSelectedTexturePack
func_77293_d,availableTexturePacks
func_77294_a,setTexturePack
func_77295_a,getIsDownloading
func_77296_a,requestDownloadOfTexture
func_77297_a,downloadTexture
func_77298_g,getAcceptsTextures
func_77299_i,getTexturePackDirContents
func_77301_a,isDownloading
func_77302_a,generateTexturePackID
func_77303_a,setSelectedTexturePack
func_77304_b,onDownloadFinished
func_77305_c,updateAvaliableTexturePacks
func_77306_b,getMinecraft
func_77307_h,createTexturePackDirs
func_77316_c,getTranslatedName
func_77317_b,getMaxEnchantability
func_77318_a,calcModifierDamage
func_77319_d,getMinLevel
func_77320_a,getName
func_77321_a,getMinEnchantability
func_77322_b,setName
func_77323_a,calcModifierLiving
func_77324_c,getWeight
